,_type,url,date,content,renderedContent,id,user,replyCount,retweetCount,likeCount,quoteCount,conversationId,lang,source,sourceUrl,sourceLabel,outlinks,tcooutlinks,media,retweetedTweet,quotedTweet,inReplyToTweetId,inReplyToUser,mentionedUsers,coordinates,place,hashtags,cashtags
51,snscrape.modules.twitter.Tweet,https://twitter.com/97_tiaa/status/1458204377252962315,2021-11-09 22:46:30+00:00,quenaja Pakai IndiHome jaringan lancar jaya dan aman terkendali jadi mudah untuk menjalani aktivitas sehari hari SemangatDigitalMuda,@IndiHomeCare @ya_quenaja @AsriiEvianaa @ResnuASLI Pakai IndiHome jaringan lancar jaya dan aman terkendali jadi mudah untuk menjalani aktivitas sehari-hari #SemangatDigitalMuda,1458204377252962315,"{'_type': 'snscrape.modules.twitter.User', 'username': '97_tiaa', 'id': 1454655979027456003, 'displayname': 'tiaa 97', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2021-10-31T03:46:30+00:00', 'followersCount': 0, 'friendsCount': 1, 'statusesCount': 73, 'favouritesCount': 20, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/97_tiaa'}",1,0,0,0,1458042241260265474,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.4580422412602655e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'AsriiEvianaa', 'id': 908192011949182977, 'displayname': 'Asri Eviana', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/AsriiEvianaa'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'ResnuASLI', 'id': 1103655331, 'displayname': 'Resnu M', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ResnuASLI'}]",,,['SemangatDigitalMuda'],
52,snscrape.modules.twitter.Tweet,https://twitter.com/amarwatasutaa/status/1458204020154068992,2021-11-09 22:45:05+00:00,Ini tuh bkn diskon atau apa Pas awal masang kan disuruh bayar deposit Nah klo udah beberapa bulan biasanya setahun uang depositnya dibalikin Dibalikinnya berupa pengurangan tagihan bulanannya Soalnya kmaren2 pas masih pasang indihome pernah gini jg,"@DibalikTryas Ini tuh bkn diskon atau apa. Pas awal masang kan disuruh bayar/deposit. Nah klo udah beberapa bulan, biasanya setahun, uang depositnya dibalikin. Dibalikinnya berupa pengurangan tagihan bulanannya.
Soalnya kmaren2 pas masih pasang indihome pernah gini jg.",1458204020154068992,"{'_type': 'snscrape.modules.twitter.User', 'username': 'amarwatasutaa', 'id': 1067248152414085120, 'displayname': 'Udah vaksin 2x🤘', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2018-11-27T02:46:02+00:00', 'followersCount': 84, 'friendsCount': 398, 'statusesCount': 5377, 'favouritesCount': 3700, 'listedCount': 0, 'mediaCount': 508, 'location': 'Sukabumi sisi 😅', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1286586975567282176/gxoHN7iF_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1067248152414085120/1586830716', 'label': None, 'url': 'https://twitter.com/amarwatasutaa'}",4,0,0,2,1458195772294402048,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.458195772294402e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'DibalikTryas', 'id': 1243476845858717696, 'displayname': 'S A Y R T', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/DibalikTryas'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'DibalikTryas', 'id': 1243476845858717696, 'displayname': 'S A Y R T', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/DibalikTryas'}]",,,,
53,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458203936700055552,2021-11-09 22:44:45+00:00,Pagi Kak Ashley Bisa Kak Riest informasikan registrasi pasang baru IndiHome bisa melalui aplikasi myIndiHome atau melalui kami ya Kak Terima kasih Riest,"@ashkyrn Pagi, Kak Ashley. Bisa, Kak. Riest informasikan registrasi pasang baru IndiHome bisa melalui aplikasi myIndiHome atau melalui kami ya Kak. Terima kasih -Riest",1458203936700055552,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",0,0,0,0,1458200151793684481,in,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",https://mobile.twitter.com,Twitter Web App,,,,,,1.4582001517936845e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'ashkyrn', 'id': 1394413121649844226, 'displayname': 'ashleyyyy', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ashkyrn'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'ashkyrn', 'id': 1394413121649844226, 'displayname': 'ashleyyyy', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/ashkyrn'}]",,,,
54,snscrape.modules.twitter.Tweet,https://twitter.com/azisarff/status/1458203838108749824,2021-11-09 22:44:21+00:00,Mugo2 dicatet sabarku sing okeh karo malaikat mergo nganggo indihome,Mugo2 dicatet sabarku sing okeh karo malaikat mergo nganggo indihome 🙏,1458203838108749824,"{'_type': 'snscrape.modules.twitter.User', 'username': 'azisarff', 'id': 1124740789316120576, 'displayname': 'azisarf', 'description': 'dah gk kuliah', 'rawDescription': 'dah gk kuliah', 'descriptionUrls': None, 'verified': False, 'created': '2019-05-04T18:21:15+00:00', 'followersCount': 101, 'friendsCount': 230, 'statusesCount': 2581, 'favouritesCount': 1529, 'listedCount': 0, 'mediaCount': 37, 'location': 'Boyolali, Indonesia', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1461606783592525827/f4NbSd0q_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1124740789316120576/1580774373', 'label': None, 'url': 'https://twitter.com/azisarff'}",1,0,0,0,1458203838108749824,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,,,,,
55,snscrape.modules.twitter.Tweet,https://twitter.com/IndiHomeCare/status/1458203817871233025,2021-11-09 22:44:16+00:00,Halo Kak Jeenah Untuk registrasi pasang baru layanan IndiHome tentu bisa melalui aplikasi myIndiHome Kak Silakan download aplikasi myIndiHome melalui Play Store atau App Store ya Terima kasih,"@Day6Dream7 Halo, Kak Jeenah. Untuk registrasi pasang baru layanan IndiHome, tentu bisa melalui aplikasi myIndiHome Kak. Silakan download aplikasi myIndiHome melalui Play Store atau App Store ya. Terima kasih. ... myih.ch/t/89bQw42",1458203817871233025,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'rawDescription': 'Official IndiHome Care Twitter Account ☎️ : 147 📧 : customercare@telkom.co.id', 'descriptionUrls': None, 'verified': True, 'created': '2016-08-15T03:59:40+00:00', 'followersCount': 81845, 'friendsCount': 5, 'statusesCount': 248120, 'favouritesCount': 627, 'listedCount': 18, 'mediaCount': 355, 'location': 'Indonesia', 'protected': False, 'linkUrl': 'http://indihome.co.id', 'linkTcourl': 'https://t.co/lKbSEbhZav', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1349175547440467971/9GSeMk4C_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/765035200896118789/1636201410', 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}",1,0,0,0,1458202424443760642,in,"<a href=""https://www.infomedia.co.id"" rel=""nofollow"">Socio Enterprise</a>",https://www.infomedia.co.id,Socio Enterprise,['https://myih.ch/t/89bQw42'],['https://t.co/CeYs5ov9Ad'],,,,1.4582024244437606e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'Day6Dream7', 'id': 1454718143268458496, 'displayname': 'Jeenah', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Day6Dream7'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'Day6Dream7', 'id': 1454718143268458496, 'displayname': 'Jeenah', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Day6Dream7'}]",,,,
56,snscrape.modules.twitter.Tweet,https://twitter.com/k3sengsem/status/1458203684999811076,2021-11-09 22:43:45+00:00,Indihome kak,@jamtanganmerah1 @anangskmn @RacunBelanja Indihome kak,1458203684999811076,"{'_type': 'snscrape.modules.twitter.User', 'username': 'k3sengsem', 'id': 1396681541078503431, 'displayname': 'kesengsem', 'description': 'simple person', 'rawDescription': 'simple person', 'descriptionUrls': None, 'verified': False, 'created': '2021-05-24T04:16:59+00:00', 'followersCount': 10, 'friendsCount': 502, 'statusesCount': 289, 'favouritesCount': 228, 'listedCount': 1, 'mediaCount': 29, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1465495200864751620/PVcxo02S_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1396681541078503431/1621832170', 'label': None, 'url': 'https://twitter.com/k3sengsem'}",0,0,0,0,1457918140692660225,tl,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.4580992057345475e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'jamtanganmerah1', 'id': 1415357257252970503, 'displayname': 'jtm', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/jamtanganmerah1'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'jamtanganmerah1', 'id': 1415357257252970503, 'displayname': 'jtm', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/jamtanganmerah1'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'anangskmn', 'id': 3333477741, 'displayname': 'upilkadal', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/anangskmn'}, {'_type': 'snscrape.modules.twitter.User', 'username': 'RacunBelanja', 'id': 1168336921237409792, 'displayname': 'Racun Belanja | Info Diskon, Promo, Cashback', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/RacunBelanja'}]",,,,
57,snscrape.modules.twitter.Tweet,https://twitter.com/SangWarior/status/1458203666511392774,2021-11-09 22:43:40+00:00,Selamat hari pahlawan Kobarkan semangat nasionalisme untuk mengenang amp menghargai jasa para pahlawan dengan mengembangkan kreatifitas tanpa batas bersama indihome AktivitasTanpaBatas IndiHome IndiHomeMbois internetnyaindonesia,"Selamat hari pahlawan...
Kobarkan semangat nasionalisme untuk mengenang &amp; menghargai jasa para pahlawan dengan mengembangkan kreatifitas tanpa batas bersama indihome.... ✊🇲🇨🇲🇨🇲🇨

#AktivitasTanpaBatas #IndiHome #IndiHomeMbois #internetnyaindonesia https://t.co/ZlKnci4waG",1458203666511392774,"{'_type': 'snscrape.modules.twitter.User', 'username': 'SangWarior', 'id': 1403172281828794368, 'displayname': 'sang.warior', 'description': 'Klik & temukan promo menariknya... \n↓↓↓', 'rawDescription': 'Klik & temukan promo menariknya... \n↓↓↓', 'descriptionUrls': None, 'verified': False, 'created': '2021-06-11T02:08:56+00:00', 'followersCount': 17, 'friendsCount': 28, 'statusesCount': 870, 'favouritesCount': 541, 'listedCount': 0, 'mediaCount': 186, 'location': 'Surabaya', 'protected': False, 'linkUrl': 'https://sobat.indihome.co.id/landingpage?pid=RCPNN02', 'linkTcourl': 'https://t.co/YlDknimAO2', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1414895395356831745/UeWJX07k_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/SangWarior'}",0,2,1,0,1458203666511392774,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1458203650640146435/pu/img/INoiJH3OJ05wHn9n.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1458203650640146435/pu/pl/fPInlSnKbeecortT.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458203650640146435/pu/vid/480x852/SQPPmegGJMnSc1lJ.mp4?tag=12', 'bitrate': 950000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458203650640146435/pu/vid/320x568/yRO0DZJ7nCkC5MBA.mp4?tag=12', 'bitrate': 632000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458203650640146435/pu/vid/576x1024/YH7yr-0UtNGxI7OK.mp4?tag=12', 'bitrate': 2176000}], 'duration': 9.933, 'views': 46}]",,,,,,,,"['AktivitasTanpaBatas', 'IndiHome', 'IndiHomeMbois', 'internetnyaindonesia']",
58,snscrape.modules.twitter.Tweet,https://twitter.com/nahaneulna/status/1458202770037624832,2021-11-09 22:40:07+00:00,Makasih info nya kak ternyata gampang bgt ganti nama jaringanyaa IndiHome keren,"@IndiHomeCare Makasih info nya kak, ternyata gampang bgt ganti nama jaringanyaa. IndiHome keren!!!",1458202770037624832,"{'_type': 'snscrape.modules.twitter.User', 'username': 'nahaneulna', 'id': 1454434655306846214, 'displayname': '•gooreumseng•', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2021-10-30T13:07:13+00:00', 'followersCount': 1, 'friendsCount': 4, 'statusesCount': 109, 'favouritesCount': 27, 'listedCount': 0, 'mediaCount': 0, 'location': '', 'protected': False, 'linkUrl': 'https://youtu.be/SXGXMcf3m2s', 'linkTcourl': 'https://t.co/5ulPVSVHN8', 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1454436857886887940/LmDGRLFd_normal.jpg', 'profileBannerUrl': 'https://pbs.twimg.com/profile_banners/1454434655306846214/1635599743', 'label': None, 'url': 'https://twitter.com/nahaneulna'}",0,0,0,0,1458003193078579205,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,,,,,,1.4580031930785792e+18,"{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}","[{'_type': 'snscrape.modules.twitter.User', 'username': 'IndiHomeCare', 'id': 765035200896118789, 'displayname': 'IndiHomeCare', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/IndiHomeCare'}]",,,,
59,snscrape.modules.twitter.Tweet,https://twitter.com/DediBud48922405/status/1458201937522745348,2021-11-09 22:36:48+00:00,Pilih dan atur sendiri program video yang Sobat inginkan dengan Video On Demand Simak bagaimana menggunakan fitur Video On Demand yuk Nonton TV jadi mudah dan menyenangkan bersama IndiHome Music AktivitasTanpaBatas InternetnyaIndonesia IndiHome,"Pilih dan atur sendiri program video yang Sobat inginkan dengan Video On Demand! Simak bagaimana menggunakan fitur Video On Demand, yuk! Nonton TV jadi mudah dan menyenangkan bersama IndiHome.Music:

 bensound.com
#AktivitasTanpaBatas
#InternetnyaIndonesia
#IndiHome https://t.co/Hpfu3ShwLn",1458201937522745348,"{'_type': 'snscrape.modules.twitter.User', 'username': 'DediBud48922405', 'id': 1451020756020719616, 'displayname': 'Dedi Budiyanto', 'description': 'Jakarta Pusat', 'rawDescription': 'Jakarta Pusat', 'descriptionUrls': None, 'verified': False, 'created': '2021-10-21T03:01:48+00:00', 'followersCount': 6, 'friendsCount': 41, 'statusesCount': 413, 'favouritesCount': 219, 'listedCount': 0, 'mediaCount': 151, 'location': 'Jakarta Selatan, DKI Jakarta', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1451151446355759112/P4QnkoQD_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/DediBud48922405'}",0,0,0,0,1458201937522745348,in,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",http://twitter.com/download/android,Twitter for Android,['https://www.bensound.com/'],['https://t.co/kawgoLOqAr'],"[{'_type': 'snscrape.modules.twitter.Video', 'thumbnailUrl': 'https://pbs.twimg.com/ext_tw_video_thumb/1458199612397797379/pu/img/v7es7_Y1sdBzKRqK.jpg', 'variants': [{'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458199612397797379/pu/vid/540x540/-E_KNPaYHDbDf4fY.mp4?tag=12', 'bitrate': 832000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'application/x-mpegURL', 'url': 'https://video.twimg.com/ext_tw_video/1458199612397797379/pu/pl/110DxOkxMFT3yGsX.m3u8?tag=12&container=fmp4', 'bitrate': None}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458199612397797379/pu/vid/320x320/KX6Vnmfi55GwIiXl.mp4?tag=12', 'bitrate': 432000}, {'_type': 'snscrape.modules.twitter.VideoVariant', 'contentType': 'video/mp4', 'url': 'https://video.twimg.com/ext_tw_video/1458199612397797379/pu/vid/640x640/RY7kW9LOlFA4HcfH.mp4?tag=12', 'bitrate': 1280000}], 'duration': 16.996, 'views': 13}]",,,,,,,,"['AktivitasTanpaBatas', 'InternetnyaIndonesia', 'IndiHome']",
60,snscrape.modules.twitter.Tweet,https://twitter.com/dwaekkii11/status/1458201930384117760,2021-11-09 22:36:46+00:00,ini tsel sama indihome lagi ada trouble apa gimana si Dari kemarin sinyak ga ada yg ngangkat Yang wifi mati yang kuota lemotnya naudzubillah,"@telkomsel ini tsel sama indihome lagi ada trouble apa gimana si? Dari kemarin sinyak ga ada yg ngangkat. Yang wifi mati, yang kuota lemotnya naudzubillah",1458201930384117760,"{'_type': 'snscrape.modules.twitter.User', 'username': 'dwaekkii11', 'id': 3193065244, 'displayname': 'ㄴ', 'description': '', 'rawDescription': '', 'descriptionUrls': None, 'verified': False, 'created': '2015-04-22T01:25:54+00:00', 'followersCount': 445, 'friendsCount': 998, 'statusesCount': 114731, 'favouritesCount': 74177, 'listedCount': 14, 'mediaCount': 2476, 'location': '', 'protected': False, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': 'https://pbs.twimg.com/profile_images/1379636235577094146/5mmKCJlt_normal.jpg', 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/dwaekkii11'}",2,0,0,0,1458201930384117760,in,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",http://twitter.com/download/iphone,Twitter for iPhone,,,,,,,,"[{'_type': 'snscrape.modules.twitter.User', 'username': 'Telkomsel', 'id': 255409050, 'displayname': 'Telkomsel', 'description': None, 'rawDescription': None, 'descriptionUrls': None, 'verified': None, 'created': None, 'followersCount': None, 'friendsCount': None, 'statusesCount': None, 'favouritesCount': None, 'listedCount': None, 'mediaCount': None, 'location': None, 'protected': None, 'linkUrl': None, 'linkTcourl': None, 'profileImageUrl': None, 'profileBannerUrl': None, 'label': None, 'url': 'https://twitter.com/Telkomsel'}]",,,,
